Pais,Pais ENG,Indicador,Nivel,Año,valor
Panamá,Panama,Cobertura relativa,Secundaria alta,2022,
Panamá,Panama,Cobertura relativa,Secundaria baja,2018,
Panamá,Panama,Cobertura relativa,Secundaria baja,2019,
Panamá,Panama,Cobertura relativa,Secundaria baja,2020,
Panamá,Panama,Cobertura relativa,Secundaria baja,2021,
Panamá,Panama,Cobertura relativa,Secundaria baja,2022,
Paraguay,Paraguay,Cobertura absoluta,Primaria,2018,
Paraguay,Paraguay,Cobertura absoluta,Primaria,2019,670193.0
Paraguay,Paraguay,Cobertura absoluta,Primaria,2020,691877.0
Paraguay,Paraguay,Cobertura absoluta,Primaria,2021,700905.0
Paraguay,Paraguay,Cobertura absoluta,Primaria,2022,714963.0
Paraguay,Paraguay,Cobertura absoluta,Secundaria alta,2018,241591.0
Paraguay,Paraguay,Cobertura absoluta,Secundaria alta,2019,247812.0
Paraguay,Paraguay,Cobertura absoluta,Secundaria alta,2020,295534.0
Paraguay,Paraguay,Cobertura absoluta,Secundaria alta,2021,306384.0
Paraguay,Paraguay,Cobertura absoluta,Secundaria alta,2022,298163.0
Paraguay,Paraguay,Cobertura absoluta,Secundaria baja,2018,
Paraguay,Paraguay,Cobertura absoluta,Secundaria baja,2019,302979.0
Paraguay,Paraguay,Cobertura absoluta,Secundaria baja,2020,318503.0
Paraguay,Paraguay,Cobertura absoluta,Secundaria baja,2021,305214.0
Paraguay,Paraguay,Cobertura absoluta,Secundaria baja,2022,298746.0
Paraguay,Paraguay,Cobertura relativa,Primaria,2018,
Paraguay,Paraguay,Cobertura relativa,Primaria,2019,
Paraguay,Paraguay,Cobertura relativa,Primaria,2020,87.63
Paraguay,Paraguay,Cobertura relativa,Primaria,2021,87.75
Paraguay,Paraguay,Cobertura relativa,Primaria,2022,88.05
Paraguay,Paraguay,Cobertura relativa,Secundaria alta,2018,
Paraguay,Paraguay,Cobertura relativa,Secundaria alta,2019,
Paraguay,Paraguay,Cobertura relativa,Secundaria alta,2020,76.67
Paraguay,Paraguay,Cobertura relativa,Secundaria alta,2021,74.28
Paraguay,Paraguay,Cobertura relativa,Secundaria alta,2022,73.21
Paraguay,Paraguay,Cobertura relativa,Secundaria baja,2018,
Paraguay,Paraguay,Cobertura relativa,Secundaria baja,2019,
Paraguay,Paraguay,Cobertura relativa,Secundaria baja,2020,84.09
Paraguay,Paraguay,Cobertura relativa,Secundaria baja,2021,81.27
Paraguay,Paraguay,Cobertura relativa,Secundaria baja,2022,81.83
Peru,Peru,Cobertura absoluta,Primaria,2018,3592865.0
Peru,Peru,Cobertura absoluta,Primaria,2019,3715130.0
Peru,Peru,Cobertura absoluta,Primaria,2020,3841744.0
Peru,Peru,Cobertura absoluta,Primaria,2021,3834938.0
Peru,Peru,Cobertura absoluta,Primaria,2022,3819011.0
Peru,Peru,Cobertura absoluta,Secundaria alta,2018,1015786.0
Peru,Peru,Cobertura absoluta,Secundaria alta,2019,1054784.0
Peru,Peru,Cobertura absoluta,Secundaria alta,2020,1111513.0
Peru,Peru,Cobertura absoluta,Secundaria alta,2021,1132044.0
Peru,Peru,Cobertura absoluta,Secundaria alta,2022,1138012.0
Peru,Peru,Cobertura absoluta,Secundaria baja,2018,1764187.0
Peru,Peru,Cobertura absoluta,Secundaria baja,2019,1771004.0
Peru,Peru,Cobertura absoluta,Secundaria baja,2020,1765598.0
Peru,Peru,Cobertura absoluta,Secundaria baja,2021,1807188.0
Peru,Peru,Cobertura absoluta,Secundaria baja,2022,1859434.0
Peru,Peru,Cobertura relativa,Primaria,2018,96.21
Peru,Peru,Cobertura relativa,Primaria,2019,98.3
Peru,Peru,Cobertura relativa,Primaria,2020,99.75
Peru,Peru,Cobertura relativa,Primaria,2021,99.92
Peru,Peru,Cobertura relativa,Primaria,2022,99.74
Peru,Peru,Cobertura relativa,Secundaria alta,2018,76.08
Peru,Peru,Cobertura relativa,Secundaria alta,2019,81.49
Peru,Peru,Cobertura relativa,Secundaria alta,2020,85.01
Peru,Peru,Cobertura relativa,Secundaria alta,2021,85.02
Peru,Peru,Cobertura relativa,Secundaria alta,2022,83.64
Peru,Peru,Cobertura relativa,Secundaria baja,2018,96.93
Peru,Peru,Cobertura relativa,Secundaria baja,2019,95.1
Peru,Peru,Cobertura relativa,Secundaria baja,2020,94.21
Peru,Peru,Cobertura relativa,Secundaria baja,2021,94.42
Peru,Peru,Cobertura relativa,Secundaria baja,2022,97.68
Republica-Dominicana,Dominican Republic,Cobertura absoluta,Primaria,2018,1226414.0
Republica-Dominicana,Dominican Republic,Cobertura absoluta,Primaria,2019,1300211.0
Republica-Dominicana,Dominican Republic,Cobertura absoluta,Primaria,2020,1223677.0
Republica-Dominicana,Dominican Republic,Cobertura absoluta,Primaria,2021,1116804.0
Republica-Dominicana,Dominican Republic,Cobertura absoluta,Primaria,2022,1155182.0
Republica-Dominicana,Dominican Republic,Cobertura absoluta,Secundaria alta,2018,392874.0
Republica-Dominicana,Dominican Republic,Cobertura absoluta,Secundaria alta,2019,405127.0
Republica-Dominicana,Dominican Republic,Cobertura absoluta,Secundaria alta,2020,389827.0
Republica-Dominicana,Dominican Republic,Cobertura absoluta,Secundaria alta,2021,379914.0
Republica-Dominicana,Dominican Republic,Cobertura absoluta,Secundaria alta,2022,355947.0
Republica-Dominicana,Dominican Republic,Cobertura absoluta,Secundaria baja,2018,531840.0
Republica-Dominicana,Dominican Republic,Cobertura absoluta,Secundaria baja,2019,535465.0
Republica-Dominicana,Dominican Republic,Cobertura absoluta,Secundaria baja,2020,526832.0
Republica-Dominicana,Dominican Republic,Cobertura absoluta,Secundaria baja,2021,484183.0
Republica-Dominicana,Dominican Republic,Cobertura absoluta,Secundaria baja,2022,515044.0
Republica-Dominicana,Dominican Republic,Cobertura relativa,Primaria,2018,94.47
Republica-Dominicana,Dominican Republic,Cobertura relativa,Primaria,2019,96.14
Republica-Dominicana,Dominican Republic,Cobertura relativa,Primaria,2020,96.08
Republica-Dominicana,Dominican Republic,Cobertura relativa,Primaria,2021,89.65
Republica-Dominicana,Dominican Republic,Cobertura relativa,Primaria,2022,92.45
Republica-Dominicana,Dominican Republic,Cobertura relativa,Secundaria alta,2018,75.31
Republica-Dominicana,Dominican Republic,Cobertura relativa,Secundaria alta,2019,77.94
Republica-Dominicana,Dominican Republic,Cobertura relativa,Secundaria alta,2020,76.11
Republica-Dominicana,Dominican Republic,Cobertura relativa,Secundaria alta,2021,70.57
Republica-Dominicana,Dominican Republic,Cobertura relativa,Secundaria alta,2022,67.67
Republica-Dominicana,Dominican Republic,Cobertura relativa,Secundaria baja,2018,89.99
Republica-Dominicana,Dominican Republic,Cobertura relativa,Secundaria baja,2019,95.02
Republica-Dominicana,Dominican Republic,Cobertura relativa,Secundaria baja,2020,91.7
Republica-Dominicana,Dominican Republic,Cobertura relativa,Secundaria baja,2021,83.77
Republica-Dominicana,Dominican Republic,Cobertura relativa,Secundaria baja,2022,88.76
Uruguay,Uruguay,Cobertura absoluta,Primaria,2018,296791.0
Uruguay,Uruguay,Cobertura absoluta,Primaria,2019,292536.0
Uruguay,Uruguay,Cobertura absoluta,Primaria,2020,293507.0
Uruguay,Uruguay,Cobertura absoluta,Primaria,2021,299722.0
Uruguay,Uruguay,Cobertura absoluta,Primaria,2022,291474.0
Uruguay,Uruguay,Cobertura absoluta,Secundaria alta,2018,174027.0
Uruguay,Uruguay,Cobertura absoluta,Secundaria alta,2019,177804.0
Uruguay,Uruguay,Cobertura absoluta,Secundaria alta,2020,180505.0
Uruguay,Uruguay,Cobertura absoluta,Secundaria alta,2021,177683.0
Uruguay,Uruguay,Cobertura absoluta,Secundaria alta,2022,180267.0
Uruguay,Uruguay,Cobertura absoluta,Secundaria baja,2018,181824.0
Uruguay,Uruguay,Cobertura absoluta,Secundaria baja,2019,179051.0
Uruguay,Uruguay,Cobertura absoluta,Secundaria baja,2020,162921.0
Uruguay,Uruguay,Cobertura absoluta,Secundaria baja,2021,170582.0
Uruguay,Uruguay,Cobertura absoluta,Secundaria baja,2022,165409.0
Uruguay,Uruguay,Cobertura relativa,Primaria,2018,99.84
Uruguay,Uruguay,Cobertura relativa,Primaria,2019,99.48
Uruguay,Uruguay,Cobertura relativa,Primaria,2020,99.63
Uruguay,Uruguay,Cobertura relativa,Primaria,2021,99.8
Uruguay,Uruguay,Cobertura relativa,Primaria,2022,99.68
Uruguay,Uruguay,Cobertura relativa,Secundaria alta,2018,
Uruguay,Uruguay,Cobertura relativa,Secundaria alta,2019,86.5
Uruguay,Uruguay,Cobertura relativa,Secundaria alta,2020,85.83
Uruguay,Uruguay,Cobertura relativa,Secundaria alta,2021,88.92
Uruguay,Uruguay,Cobertura relativa,Secundaria alta,2022,89.57
Uruguay,Uruguay,Cobertura relativa,Secundaria baja,2018,
Uruguay,Uruguay,Cobertura relativa,Secundaria baja,2019,98.79
Uruguay,Uruguay,Cobertura relativa,Secundaria baja,2020,97.83
Uruguay,Uruguay,Cobertura relativa,Secundaria baja,2021,99.37
Uruguay,Uruguay,Cobertura relativa,Secundaria baja,2022,97.35
